X,Y,Z
-0.044884129299664115,-0.2937677340376894,-0.16518455075230848
-0.041664012019920794,-0.28528532714496047,-0.16055030636156198
-0.04012408217757999,-0.288028327610625,-0.1622305254303124
-0.03831876070214268,-0.28903347035799987,-0.16293354401572732
-0.03573790430237196,-0.2839692970933346,-0.16021312820018957
-0.034463303344206435,-0.28928448005612317,-0.1633486593018917
-0.031754538656306154,-0.2824636654433321,-0.1596306055976414
-0.029686916432797236,-0.2808287612014051,-0.1588392095572667
-0.027555575156154526,-0.2783161851437534,-0.15754934985741909
-0.02569817945897728,-0.2783944496550167,-0.1577248878567632
-0.024136985322131516,-0.28193324794116964,-0.15986263249367633
-0.022049319406307097,-0.2793904008162425,-0.15855235300087478
-0.019932979826776775,-0.2759692342555912,-0.15674077289294314
-0.0179192121990166,-0.27340556930297083,-0.15541336423136787
-0.016297237573421317,-0.27690831363679175,-0.15753472486080328
-0.014266012444274494,-0.2734574336963806,-0.15570012883281828
-0.012320193301083068,-0.2708649964722459,-0.15435145136988657
-0.010408769261972872,-0.26826327775138814,-0.15299503509089593
-0.008699100995694986,-0.2708613731068199,-0.154604159767553
-0.00688808264594952,-0.27084581258957874,-0.15472266846532096
-0.004979200126563568,-0.2656130043804704,-0.15185833598195922
-0.0031816797046643336,-0.26384394700762215,-0.15097105920741924
-0.0014165954713341242,-0.2638019973734415,-0.15107121372242766
0.00034968318636281054,-0.26461871195144443,-0.15166350704730427
0.0020997514089067353,-0.26195650432078665,-0.15026107458812407
0.003878705925611927,-0.26362259406926697,-0.15134099151600397
0.005532235998107059,-0.2583433930164059,-0.14843210683288416
0.007286502402694704,-0.25912519149926927,-0.14900354640387403
0.009052130750974545,-0.25989759665564244,-0.14957040260040014
0.01079308352205452,-0.2597945787963957,-0.14963386424418385
0.012700787006588329,-0.26314521342198677,-0.15168816314737404
0.014368993550934007,-0.26129259081765327,-0.15074390089305426
0.015479731552715394,-0.25078504154831655,-0.14480073650404995
0.00011835102322922406,-0.0017286309031211854,-0.0009989137180230583
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.00031452115834378574,-0.001704056051716742,-0.0009986339637430976
0.0003259834801898908,-0.001702088743148133,-0.0009983131077328973
0.00033743477091306066,-0.001700063836721616,-0.0009979584692911064
0.00034887464300716877,-0.001697981400959043,-0.0009975700604185176
0.00036030270935248946,-0.0016958415063290308,-0.000997147894258699
0.0003717185832287978,-0.0016936442252445765,-0.0009966919850975492
0.0003831218783284562,-0.0016913896320606065,-0.0009962023483628126
0.00039451220876948664,-0.0016890778030714602,-0.000995679000623559
0.00040588918910862903,-0.0016867088165083116,-0.0009951219595896225
0.12350671629433518,-0.49854767749609363,-0.2943812380683335
0.12343725087091717,-0.48435831792202794,-0.2862451834656311
0.1278014613903699,-0.4878249514920714,-0.2885387982153975
0.1335717467102896,-0.49629220914968303,-0.293796937784063
0.1357614682760816,-0.49132174400709283,-0.29110270035217606
0.1383639697973823,-0.4880193894717234,-0.2893934120790567
0.14189817860519238,-0.4880457576965713,-0.28965719382550803
0.14295696090504756,-0.47972427771546433,-0.28496309374946716
0.14644776084648667,-0.4797263667760308,-0.28520990809462354
0.14968541910879318,-0.47887937825310595,-0.2849523498807614
0.1526529929599374,-0.47718774445498574,-0.28419176691529147
0.15506296425655777,-0.4738291011435185,-0.2824366758632829
0.15771036804328706,-0.47128906532824877,-0.28116739126571044
0.1608936599933439,-0.4703869137430356,-0.2808743967518876
0.16320947948085712,-0.46700226605889156,-0.2790977793341284
0.166072215065556,-0.4652526763452671,-0.27829660836091247
0.16861977351066615,-0.46267171546782715,-0.27699684654006385
0.17144345463653793,-0.46089904226051703,-0.276179699722515
0.1745597724349654,-0.45992964990563323,-0.2758434607133651
0.1767251412340553,-0.45650353004964794,-0.274032491894992
0.18013354537188586,-0.4563203124464857,-0.27416731937602473
0.1819167744081207,-0.45206729974173554,-0.2718556144169684
0.18431295164647943,-0.44943019267764367,-0.27051302682597655
0.1866809649603392,-0.44678519887208096,-0.2691639381128276
0.18936324388511208,-0.4449371910087256,-0.2682936717701789
0.19272395242891105,-0.4446832547444486,-0.2683846182257044
0.19326253062469614,-0.43800454098544694,-0.2645952978202998
0.19658843176979246,-0.4377284864236222,-0.26467112036270285
0.1991902258552075,-0.4358401178289245,-0.2637720624148195
0.20177444527826002,-0.4339409640831113,-0.2628655874946734
0.20396613824335652,-0.4312385305346304,-0.2614711769927095
0.20460815171669303,-0.4253671537115164,-0.25815177626552477
0.20826420006450364,-0.42581474703641836,-0.25866551249072584
0.21115258561291717,-0.4246666609597059,-0.25821083600925865
0.21284474078117288,-0.42115138687259335,-0.2563154817197151
0.21530109549721477,-0.4191990591518939,-0.25536953889728226
0.2189605116512363,-0.419576593409249,-0.2558433649620842
0.2230459803334227,-0.42070864727736335,-0.25677954367518085
0.2242326822301416,-0.416385275880931,-0.25438554746989955
0.2262152843190386,-0.41361222649481827,-0.252935958883515
0.22774108844511143,-0.4100635393259717,-0.2510097526595238
0.2305276916537656,-0.40882031280871717,-0.25049339471664944
0.23199087274478986,-0.4052649926073936,-0.24855898121665915
0.23652117644759887,-0.407056142667312,-0.2499041520548874
0.23569769768735505,-0.3996787714989911,-0.24561863216959942
0.23932452706290996,-0.39991523315952665,-0.24600932418790486
0.2415860902307454,-0.39785921921543477,-0.24499025852200018
0.24568691780588858,-0.39881028422001336,-0.2458238028198618
0.24558412603844162,-0.3929703829182882,-0.242470033575441
0.2477849844328014,-0.39089175788879177,-0.2414337394330059
0.2523661580623883,-0.39253634619141914,-0.24269850280108782
0.2531005805110916,-0.388197605885944,-0.24026387652272604
0.2572153886463623,-0.3890539833683817,-0.24104414413053735
0.2588768958053115,-0.38618931082720687,-0.23951945853333
0.2615095273630159,-0.3847937052275937,-0.23890494660152703
0.26261822405080787,-0.38118595712747233,-0.23691554747972732
0.2631779262281322,-0.3768511784196418,-0.23447089783705066
0.26574886671349784,-0.37543585263456253,-0.2338407446523725
0.2698707717929493,-0.3761823014359903,-0.23455851733284627
0.2698138056102709,-0.37112305266719886,-0.23165532286247315
0.2734073848196734,-0.371113841599558,-0.23190289338818232
0.27433751100129367,-0.36749885808878974,-0.22989678358491447
0.27846694767295654,-0.36816962809189885,-0.23057171870571036
0.2804381040948075,-0.3659681996499951,-0.22944889033327057
0.27964302382029077,-0.3602216277145656,-0.2260998928643152
0.2854311779172347,-0.36295523657720247,-0.22807364067880548
0.2867951400991272,-0.36002666962755725,-0.2264914049451989
0.28869403827543527,-0.35779666560324136,-0.22534711724308384
0.2911422148293585,-0.35625635123562716,-0.22463670192307722
0.2907135446884053,-0.3512400787261279,-0.22173198128698643
0.2942744897248455,-0.3510704166394572,-0.22188530968886
0.29784444381941866,-0.3508766472425524,-0.2220254573630666
0.29848529390478523,-0.3472408800747745,-0.21998708371023326
0.3020491795328897,-0.34701418070464696,-0.22010793398388215
0.3008461582815582,-0.34134496645858,-0.216774562833604
0.30438964218604825,-0.34109497337404693,-0.21688062922727666
0.30854749919223384,-0.34149156587712776,-0.2174004475040181
0.30905792133724197,-0.3378512815769964,-0.21535030824379148
0.31014565522191984,-0.3348833344598949,-0.21372607005012234
0.3136843673614259,-0.33456185927250087,-0.2137908381067839
0.3141082847563969,-0.3309264082058038,-0.2117373819289368
0.31512341308733915,-0.3279541595291896,-0.21010557011938738
0.32054423099429374,-0.3295429567677968,-0.21139744105884212
0.3202574040654742,-0.3252559245043326,-0.20892058947585002
0.3250633670769585,-0.3261411695381677,-0.20976603009562433
0.3279533156332046,-0.3250648375966418,-0.20935258206609972
0.32953850358484366,-0.322695236845742,-0.20810622584955085
0.3304480584737945,-0.3196872398666152,-0.2064465003056399
0.3293488909753932,-0.3147897190436609,-0.20356265287754977
0.33417428469412647,-0.3155624914620596,-0.20434500859611643
0.33501094187796815,-0.312553513432541,-0.20267959168726096
0.3398568710619437,-0.3132699786156567,-0.20343112562751095
0.34133934440729874,-0.3108636530106545,-0.20215649721824064
0.33939416811233314,-0.30538777674617273,-0.19888169878492473
0.34561551676583113,-0.30726016138913215,-0.20039240495810606
0.3463562084761034,-0.30423072976856425,-0.1987085149292954
0.3484566521266379,-0.30241027376486995,-0.19781309840607814
0.3491486857886756,-0.2993820359289819,-0.19612646882830093
0.3498123506313057,-0.29635833055778327,-0.19444044049789247
0.35468695113869275,-0.2968877533942075,-0.19508680777371906
0.3553185078165166,-0.29385131165128375,-0.19339122173424564
0.35520705928145474,-0.29023584435647165,-0.19131154815082563
0.36080923067738147,-0.2912748162245408,-0.19230110369474532
0.3606573671003735,-0.28765464055025175,-0.19021588833477115
0.36264954444954123,-0.28576542899140406,-0.1892734539040098
0.3660909152961027,-0.2850043081714132,-0.1890794353833848
0.36586236261225824,-0.28139302071782574,-0.18699391744461677
0.3663364396275634,-0.278356428282544,-0.18528716457787342
0.3697524019926809,-0.27755519277550833,-0.1850683706909522
0.37167868612381166,-0.2756221577570315,-0.18409618703505362
0.3773433166961248,-0.2764275821704271,-0.18495630366900234
0.37549345734751244,-0.27172817268806787,-0.18213316365512874
0.3773818153500734,-0.26976735440814775,-0.1811423903588619
0.3777342778268729,-0.2667219136120887,-0.1794220100105857
0.38265073988682385,-0.26688592808904044,-0.1798619266329531
0.38604608384958705,-0.2659495175577279,-0.17956422039501788
0.38403419298730457,-0.2613076825992506,-0.17676267252946137
0.38507804909763815,-0.25878418221377775,-0.17539003581054913
0.3900015645989223,-0.25884846438682785,-0.1757732974458116
0.39102282870416283,-0.2563034020069145,-0.17438671509243817
0.3935980398182112,-0.25477690395537,-0.17369315548454428
0.3945855865137979,-0.2522227071245262,-0.1722989662626907
0.39872983066686285,-0.2516735581119725,-0.17227587258375912
0.3957015852156099,-0.24661624608513205,-0.169164724890426
0.39982943096209683,-0.2460378260115866,-0.16912370371084104
0.4039645449218529,-0.24542615439222637,-0.1690641392406578
0.40649030940381026,-0.24381169086783222,-0.16831669217188064
0.407386103017685,-0.24121957561541682,-0.16689431805440066
0.4098911146196826,-0.23958030307730188,-0.16613119406042567
0.4107525185871072,-0.23698034610084162,-0.16470190656800116
0.4132364382385006,-0.23531648643588074,-0.1639232089429385
0.41736265187612326,-0.23456329858631148,-0.16378192281338783
0.41569775498739997,-0.23056153809228225,-0.16137158251011186
0.41648680679054717,-0.2279512478260126,-0.15993128276694663
0.4197588370053344,-0.2266938794599947,-0.15944097615740746
0.4221917335748174,-0.22496522047285533,-0.15862155543863424
0.42293502930157,-0.2223362562550154,-0.1571673351905689
0.4236577554950545,-0.2197084615029216,-0.15571233780202834
0.4269009892703089,-0.21838182999637695,-0.1551803140174254
0.426741774833718,-0.2153146710943799,-0.15341148592640783
0.4282621493695836,-0.2131068094407747,-0.15225325342395468
0.4297680317219329,-0.21089173635605055,-0.15108986874521693
0.4372729211952741,-0.21157924835294797,-0.15201189905298465
0.43790824579655846,-0.20890766195879595,-0.1505256573151349
0.44111772563588314,-0.2074582526661766,-0.14992090114385245
0.4399847229668089,-0.20397239247528798,-0.14784362061994416
0.44056099684613736,-0.2013021558424466,-0.1463539974730201
0.4437371451856397,-0.19981407387978123,-0.14572473480479173
0.4477858503669859,-0.19869006587533397,-0.14536549778101768
0.44919888949726317,-0.19637932170724204,-0.14414075652563146
0.4505967279548882,-0.19406193215810685,-0.14291113761692287
0.4528638066304177,-0.19211319187650683,-0.14195393285700994
0.4542337780430345,-0.18977818654717268,-0.14071225852057875
0.4600374792083527,-0.18926719448514584,-0.14082779210930407
0.45603513676459456,-0.1847274918552785,-0.13794472008927294
0.46183137837622185,-0.18416257536059005,-0.13802882759119395
0.4631498130838565,-0.18178391904392577,-0.13675851300721892
0.46265234088695734,-0.17870375412822026,-0.1349584316066746
0.4657396201188643,-0.17700823267225824,-0.13420404345736067
0.4706311514897135,-0.1759649433490641,-0.1339503643594649
0.4700813485866312,-0.17287605352019722,-0.13214160111903545
0.47496537738076,-0.1717743948145761,-0.131853945742994
0.4771156096551188,-0.16965635700070444,-0.13079150411154591
0.4746814293722981,-0.16592472593499144,-0.1284818328311573
0.4786309238096375,-0.16443001419482212,-0.12790318462564415
0.4816588574602361,-0.16259123589096985,-0.1270625279676671
0.4828366260607662,-0.16011694487750844,-0.1257275127779755
0.48399805570394616,-0.15763723558425588,-0.12438824303020331
0.4897723303641664,-0.15663265022067785,-0.12421885407587788
0.4871997289364727,-0.15295323370958536,-0.12192936468683822
0.4883140305643669,-0.15045301150275003,-0.12057502409149021
0.4922084105882621,-0.14879310251433264,-0.11989783221182898
0.4960986414335643,-0.14709951455997913,-0.11920104876732818
0.4962391381197077,-0.14428329843932536,-0.11759711069477612
0.5019885800000871,-0.14307638093153435,-0.11731002868850605
0.49739799021608655,-0.13892772494594027,-0.11460965484533418
0.507842255006792,-0.13895700730357757,-0.11536130703595555
0.5022580499501074,-0.13458450112017772,-0.1124627444954571
0.5089280463357594,-0.13350095299857712,-0.11231113032973447
0.5080205855691753,-0.1304083996246877,-0.11047510243500289
0.509937483340458,-0.12804617189920567,-0.10925631084052902
0.512792123493795,-0.1259034973042207,-0.10822931423364335
0.5118239038134872,-0.12282221347421005,-0.10639546923878372
0.5156056457825787,-0.1208754908399118,-0.10554599436087868
0.5165105684939724,-0.11823851542231811,-0.10409855560499463
0.5231468624133725,-0.11688195214138578,-0.10378811962990846
0.5240264640835377,-0.11420767626469985,-0.10231752434442377
0.5239270113925762,-0.11132527173807429,-0.10065877406875737
0.5228438372849968,-0.1082495647938031,-0.0988200365476178
0.5275231946110106,-0.10635646789986321,-0.09806444910978637
0.5302648966230892,-0.10404136835721631,-0.09693069846626312
0.5310598929211334,-0.10133388123572447,-0.09543511863980357
0.5308681933694172,-0.09844332624369004,-0.09376520715723576
0.5364764349705128,-0.09660750127110272,-0.09310779671346023
0.5381942968331556,-0.09403994754058823,-0.09175733928641938
0.5379510647204062,-0.09112972727560235,-0.09007253278445998
0.5396351439929352,-0.08854599648602422,-0.08871042815878846
0.5432541733953503,-0.08625907420294901,-0.08765455429750155
0.5419794748131248,-0.0831899499885289,-0.08580611307788114
0.5494812121715912,-0.08144215143381216,-0.08533237470977521
0.553065141148343,-0.0790621435466238,-0.08422068873054
0.5536972188909736,-0.07624472127941645,-0.08265064776089501
0.5552916862750172,-0.07355468025590625,-0.08122131718834506
0.5578515626929332,-0.0709771136501755,-0.07992436715255452
0.5564641467286363,-0.06789732129343981,-0.07806188164691338
0.558006266310558,-0.0651801021147243,-0.0766132934605075
0.5555910714930361,-0.06201087153315381,-0.07462723981301836
0.5580815632199342,-0.05939429054606826,-0.07330305071437646
0.5635174286300514,-0.05705540827764323,-0.07234523629054543
0.5649919161686627,-0.0542848135718441,-0.07086130275142671
0.5615061253844604,-0.05105293286864532,-0.06876401913089539
0.0019787054297220994,-0.00016971457782649329,-0.00023647867650398668
0.5831717534021437,-0.04701974241274773,-0.06797723400951942
0.5796317039435283,-0.04375775010122791,-0.06585887731779179
0.5810239627828838,-0.04088336273360865,-0.06430968000918573
0.5833900437796176,-0.03806225507383064,-0.06285953385724422
0.001985555850403184,-0.0001193888749751194,-0.0002081216986320371
0.0019867245378982364,-0.00010931025100233946,-0.00020242840590802287
0.5893904337288364,-0.029421081958575387,-0.05832993258709504
0.5777638865308935,-0.025895822926373394,-0.05549173526773744
0.6029175811938636,-0.023953224722734576,-0.0561483822186309
0.59920874417176,-0.02075761640635354,-0.05405619054999051
0.6014507660223692,-0.017778278429591676,-0.05250664206058608
0.6056663892769116,-0.01482692329749001,-0.051111994207379975
0.5989027894443195,-0.011621964712196522,-0.048799507320070955
0.6080635163658615,-0.00871591374573566,-0.04777876478730793
0.6092321631759089,-0.005644766822540226,-0.046101081414723515
0.6123754646322357,-0.0025717061109976763,-0.044561240616324396
0.612506702736461,0.0005291575323139314,-0.042793534749405136
0.6126172139108045,0.003630003269191162,-0.04102438077001595
0.6196922820804569,0.00680746114773087,-0.03970135972066162
0.6217581034521577,0.009975327201241627,-0.0380313781280167
0.6248013989661978,0.013184114884456505,-0.036406722876549315
0.626825745496955,0.016396638726820574,-0.03470823205779798
0.6298271805324529,0.01965995761495539,-0.033049382516900164
0.633805373747412,0.022989096269371116,-0.031421541143913934
0.634767595490913,0.02623407744902216,-0.02962971827338471
0.6377041681852605,0.029580846218861506,-0.027918484247302065
0.6406184593139983,0.03295686955658623,-0.02618891822518055
0.643510286604907,0.03636202912720194,-0.024441075193598623
0.6433867727727594,0.0396119530886767,-0.022570026113195075
0.6472305893708872,0.04312633890019217,-0.02082657453866682
0.6500535058585254,0.04660806083521715,-0.019030009036511683
0.6498626426872013,0.04988885682212765,-0.01713653005415949
0.6556282024843109,0.05365724375639955,-0.015382740298457221
0.6583792704245588,0.05722442600935542,-0.013532146678554915
0.6611058563011577,0.06081982737921809,-0.011663659594572204
0.662812346038115,0.06434668209784339,-0.009762677660202453
0.6654894278295989,0.0679930732655248,-0.007861487864671514
0.665158327741162,0.07134731163784747,-0.005916055707721521
0.6757357155597693,0.0759273700041238,-0.004035706711541486
0.6713808100608398,0.07886508549928203,-0.002045841478939001
0.6759409003541269,0.08285509144800966,-8.02352596254099e-05
0.6804719912134608,0.08689229772504928,0.001914459394032653
0.6829910026673288,0.09071320280215932,0.00392677585895877
0.6854828827776599,0.09456099700402565,0.005956410047007849
0.6879472868990776,0.09843551533489293,0.008003291657588427
0.6933511582478852,0.10277643483642955,0.01011061823066571
0.6957573672182227,0.10671884694424139,0.012200500838418395
0.6971476424690523,0.11053091729587168,0.014287173936881687
0.6994975815486069,0.11452064863498007,0.01640813190069783
0.6919615160151563,0.11687143379371276,0.01828548913920722
0.6272982267407806,0.10920551857735963,0.018442354029254333
0.610943352893634,0.10953517882974369,0.019782014934083995
0.6004959574457833,0.11079084362005531,0.02123666191550553
0.5998663471595382,0.11380661949783602,0.0230091427922062
0.5972550343428569,0.11643616437861903,0.024699730399444886
0.5916889589073596,0.11845371396313124,0.026247517001781094
0.583178512663754,0.11981495842548918,0.02762637981453059
0.5893265856618469,0.1241826706256835,0.029696696863329184
0.5817723508416324,0.12566303781207427,0.031076542293320165
0.5790899549373633,0.12814927492495712,0.032690009342816344
0.5861293026966322,0.1328178832466808,0.03487004269826093
0.5863219384837466,0.13598158304739152,0.03666943660266171
0.6340717897159739,0.15043913432651182,0.04159454840054048
0.7408145226603368,0.1797285662405093,0.05086820601070242
0.7552418134915212,0.18728122864935665,0.054181112030988306
0.7521954951013141,0.1905737108329812,0.05628220128704178
0.7597485750761801,0.19658809531900837,0.0591972804849557
0.7614660585850015,0.2011551168350384,0.06169355312532833
0.7718099948358366,0.2080793714217257,0.06493366219104585
0.7686395857785543,0.2114125175991601,0.06706678499856504
0.7760008040886748,0.21767906644194385,0.0701398658069347
0.7861796416687873,0.22484628963336784,0.07353082380794747
0.7800416711907782,0.22738375493818963,0.07541678572138835
0.7958416835694696,0.23638469793755318,0.07946303781177234
0.7915503556417279,0.23949720521739631,0.08154859351468166
0.7919965862193801,0.24403785368380426,0.08411920017028719
0.8009498265891309,0.251268648583587,0.08763282234538904
0.8051004923908178,0.25708305732994874,0.09067270436635329
0.8035299748918824,0.2611025018369742,0.09308653778008198
0.8075930041086405,0.26698451046138016,0.0961713239179046
0.8163135871390007,0.27449704939424535,0.09986276867859568
0.8268433624548454,0.28274636943503256,0.10384912636857974
0.8251051515134277,0.28687024534553496,0.10633460299093597
0.8298882781073766,0.2932990522160942,0.10968206312100495
0.8364821819050786,0.3004539755791707,0.11331821333985878
0.8327642810111897,0.3039428011198449,0.11557906994280347
0.8457557281035931,0.31360592981248303,0.12020239971734906
0.8456690914721708,0.31851727818905096,0.12302292799433168
0.8501707031269646,0.32520566517986643,0.1265389474350864
0.8638421509541493,0.33553237599743563,0.1314946950802969
0.8635989173944695,0.34055807909749397,0.1343917723274189
0.8596438452870141,0.3441200279242557,0.13671121966905903
0.871243011521029,0.35397973012997963,0.1415451579525359
0.8854850088315718,0.3650946617506572,0.14691244839472262
0.8822951820638343,0.36911599146255303,0.14944129882142076
0.8845346949575373,0.37543084213289635,0.15290242867912412
0.8921602863425911,0.3841204196804411,0.15734541667081786
0.9042233794742274,0.39487059000576463,0.1626569923511029
0.9116685028914042,0.4037545402877021,0.16722406297438988
0.9163302561538061,0.4115119550231271,0.1713414175588872
0.9182305358517631,0.4181020574400821,0.17498414843388427
0.9254391420795864,0.42719911386106735,0.17968998050211454
0.9227525944280659,0.4317903684031854,0.18251001315009344
0.9298128954183259,0.4410046934341943,0.1872934805676594
0.9553953593359803,0.4592476637676947,0.19594754074487286
0.9516162949446921,0.46355309519170074,0.19868065426926731
0.9610234937440615,0.47435596412312536,0.2042093008896578
0.9632966392510997,0.4817518861223118,0.20828756876543653
0.9663795506149757,0.48962735962115933,0.2125836659107546
0.9824786618505935,0.5042645428548711,0.2198387023790186
0.9801567486796998,0.5095797928348432,0.2230479621316327
0.9899316799173377,0.5212768274268439,0.22906313337985254
0.9952670232622629,0.5307813619774122,0.23413427468970255
1.0056767126585404,0.5431436829793745,0.24048602377004177
1.016816394444865,0.5560933375208208,0.247122979236314
1.0235453614963315,0.5668010479332319,0.2527855394357677
1.0318720536274806,0.5785466984511747,0.25893046986785306
1.0392300705806494,0.5899088688031296,0.2649238054656985
1.046473547152356,0.601360292434175,0.27097634657836855
1.0561300531093307,0.6143710680253595,0.2777526854427052
1.06145261856954,0.625022082934811,0.2834817127080842
1.0725264194956878,0.639233610073364,0.2908464156756332
1.082616456078217,0.6530695666194712,0.2980651180579369
1.090900816148547,0.6660097105417833,0.3048975276372396
